frame.number;eth.src;ip.src;eth.dst;ip.dst;_ws.col.Protocol;_ws.col.Info
23;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4826 A www.google.com
24;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
25;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe830 A www.google.com
26;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
27;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe830 A www.google.com
28;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
29;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x609f A s2.googleusercontent.com
30;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
31;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x609f A s2.googleusercontent.com
32;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
33;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x483f A s2.googleusercontent.com
34;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
35;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x483f A s2.googleusercontent.com
36;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
37;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc376 A www.google.com
38;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
39;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x68c7 A www.google.com
40;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
41;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x26b2 A www.google.com
42;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
43;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x26b2 A www.google.com
44;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
45;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x855e A www.google.com
46;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
47;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x855e A www.google.com
48;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
49;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x126b A www.google.com
50;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
51;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xd9f5 A www.google.com
52;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
53;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xce1d A www.google.com
54;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
55;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xce1d A www.google.com
56;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
57;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfd8b A www.google.com
58;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
59;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfd8b A www.google.com
60;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
61;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf251 A www.google.com
62;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
63;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf46d A www.google.com
64;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
65;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2365 A www.google.com
66;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
67;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2365 A www.google.com
68;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
69;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x178b A www.google.com
70;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
71;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x178b A www.google.com
72;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
73;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa65d A www.google.com
74;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
75;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe811 A www.google.com
76;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
77;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3077 A www.google.com
78;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
79;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3077 A www.google.com
80;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
81;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x6408 A www.google.com
82;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
83;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x6408 A www.google.com
84;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
85;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8d4e A s2.googleusercontent.com
86;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
87;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9236 A s2.googleusercontent.com
88;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
89;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa0f4 A s2.googleusercontent.com
90;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
91;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa0f4 A s2.googleusercontent.com
92;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
93;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1efc A s2.googleusercontent.com
94;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
95;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1efc A s2.googleusercontent.com
96;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
97;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbb16 A www.google.com
98;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
99;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7cff A www.google.com
100;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
101;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe67c A s2.googleusercontent.com
102;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
103;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x09cd A www.google.com
104;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
105;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbdf8 A s2.googleusercontent.com
106;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
107;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x09cd A www.google.com
108;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
109;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2483 A www.google.com
110;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
111;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2483 A www.google.com
112;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
113;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2ada A s2.googleusercontent.com
114;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
115;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2ada A s2.googleusercontent.com
116;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
117;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4f89 A s2.googleusercontent.com
118;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
119;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4f89 A s2.googleusercontent.com
120;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
121;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9718 A www.google.com
122;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
123;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x28e0 A www.google.com
124;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
125;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbac4 A www.google.com
126;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
127;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbac4 A www.google.com
128;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
129;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8d13 A www.google.com
130;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
131;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8d13 A www.google.com
132;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
133;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x5565 A www.google.com
134;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
135;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x96fb A www.google.com
136;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
137;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb0a7 A www.google.com
138;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
139;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb0a7 A www.google.com
140;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
141;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4956 A www.google.com
142;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
143;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4956 A www.google.com
144;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
145;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2494 A www.google.com
146;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
147;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x907b A www.google.com
148;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
149;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x261d A www.google.com
150;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
151;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x261d A www.google.com
152;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
153;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4ddc A www.google.com
154;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
155;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4ddc A www.google.com
156;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
157;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xd155 A www.google.com
158;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
159;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc9b7 A www.google.com
160;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
161;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4586 A www.google.com
162;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
163;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4586 A www.google.com
164;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
165;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf422 A www.google.com
166;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
167;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf422 A www.google.com
168;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
169;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb0b3 A www.google.com
170;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
171;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa6a2 A www.google.com
172;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
173;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x6468 A www.google.com
174;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
175;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x6468 A www.google.com
176;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
177;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x345c A www.google.com
178;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
179;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x345c A www.google.com
180;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
181;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe552 A www.google.com
182;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
183;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x25ce A www.google.com
184;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
185;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0611 A www.google.com
186;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
187;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0611 A www.google.com
188;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
189;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x48e7 A www.google.com
190;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
191;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x48e7 A www.google.com
192;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
193;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x5ed7 A s2.googleusercontent.com
194;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
195;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x091d A s2.googleusercontent.com
196;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
197;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x26d0 A s2.googleusercontent.com
198;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
199;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x26d0 A s2.googleusercontent.com
200;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
201;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x391f A s2.googleusercontent.com
202;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
203;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x391f A s2.googleusercontent.com
204;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
205;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1f2b A s2.googleusercontent.com
206;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
207;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf8e8 A s2.googleusercontent.com
208;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
209;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4c55 A www.google.com
210;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
211;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x608e A www.google.com
212;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
213;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbd48 A s2.googleusercontent.com
214;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
215;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x364a A www.google.com
216;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbd48 A s2.googleusercontent.com
217;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
218;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
219;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3fa4 A s2.googleusercontent.com
220;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
221;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x364a A www.google.com
222;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
223;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3fa4 A s2.googleusercontent.com
224;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
225;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xea21 A www.google.com
226;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
227;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xea21 A www.google.com
228;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
229;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xaeb8 A www.google.com
230;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
231;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x95fe A www.google.com
232;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
233;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x48f9 A www.google.com
234;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
235;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x48f9 A www.google.com
236;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
237;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x41f0 A www.google.com
238;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
239;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x41f0 A www.google.com
240;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
241;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfce7 A www.google.com
242;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
243;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb82e A www.google.com
244;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
245;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8b81 A www.google.com
246;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
247;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8b81 A www.google.com
248;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
249;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3c72 A www.google.com
250;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
251;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3c72 A www.google.com
252;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
253;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa9f1 A www.google.com
254;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
255;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3aab A www.google.com
256;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
257;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc7e6 A www.google.com
258;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
259;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc7e6 A www.google.com
260;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
261;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2176 A www.google.com
262;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
263;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2176 A www.google.com
264;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
265;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x96d5 A www.google.com
266;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
267;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4af8 A www.google.com
268;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
269;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x93f3 A www.google.com
270;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
271;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x93f3 A www.google.com
272;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
273;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe2d2 A www.google.com
274;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
275;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe2d2 A www.google.com
276;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
277;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4e92 A www.google.com
278;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
