frame.number;eth.src;ip.src;eth.dst;ip.dst;_ws.col.Protocol;_ws.col.Info
144;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
145;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfcc1 A www.google.com
146;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
147;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3e57 A www.google.com
148;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
149;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8f60 A www.google.com
150;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
151;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8f60 A www.google.com
152;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
153;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xac8d A www.google.com
154;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
155;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xac8d A www.google.com
156;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
157;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9a99 A www.google.com
158;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
159;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x64e5 A www.google.com
160;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
161;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x885d A www.google.com
162;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
163;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x885d A www.google.com
164;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
165;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe0f7 A www.google.com
166;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
167;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe0f7 A www.google.com
168;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
169;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xcf06 A s2.googleusercontent.com
170;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
171;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb126 A s2.googleusercontent.com
172;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
173;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc734 A s2.googleusercontent.com
174;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
175;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc734 A s2.googleusercontent.com
176;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
177;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1167 A s2.googleusercontent.com
178;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
179;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1167 A s2.googleusercontent.com
180;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
181;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2f59 A s2.googleusercontent.com
182;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
183;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1dc4 A s2.googleusercontent.com
184;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
185;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0139 A s2.googleusercontent.com
186;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
187;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0139 A s2.googleusercontent.com
188;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
189;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9f45 A s2.googleusercontent.com
190;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
191;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9f45 A s2.googleusercontent.com
192;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
193;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x9fc0 A www.google.com
194;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
195;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x27bf A www.google.com
196;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
197;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7590 A www.google.com
198;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
199;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7590 A www.google.com
200;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
201;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xba90 A www.google.com
202;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
203;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xba90 A www.google.com
204;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
205;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa037 A www.google.com
206;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
207;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xd8fc A www.google.com
208;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
209;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf310 A www.google.com
210;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
211;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf310 A www.google.com
212;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
213;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa581 A www.google.com
214;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
215;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa581 A www.google.com
216;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
217;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2d8e A www.google.com
218;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
219;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x754d A www.google.com
220;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
221;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8142 A www.google.com
222;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
223;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x8142 A www.google.com
224;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
225;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb1e7 A www.google.com
226;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
227;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb1e7 A www.google.com
228;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
229;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3fc9 A www.google.com
230;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
231;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1325 A www.google.com
232;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
233;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3665 A www.google.com
234;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
235;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3665 A www.google.com
236;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
237;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x188a A www.google.com
238;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
239;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x188a A www.google.com
240;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
241;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xd7f3 A www.google.com
242;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
243;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x207a A www.google.com
244;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
245;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7b77 A www.google.com
246;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
247;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7b77 A www.google.com
248;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
249;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2ccb A www.google.com
250;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
251;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2ccb A www.google.com
252;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
253;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7acb A www.google.com
254;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
255;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x598d A www.google.com
256;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
257;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1e7c A www.google.com
258;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
259;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1e7c A www.google.com
260;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
261;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x312a A www.google.com
262;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
263;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x312a A www.google.com
264;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
265;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xc55e A www.google.com
266;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
267;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xcd3a A www.google.com
268;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
269;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb2c7 A www.google.com
270;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
271;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb2c7 A www.google.com
272;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
